"cnpj","nome","cidade","estado","produto","valor","data_cadastro"
"3,922,066,000,127.00","POSTO F1 RACING LTDA","ITABORAI","RJ","Diesel S10","3.799","9/13/2019 14:30"
"3,927,792,000,132.00","POSTO CARRETAO","CACERES","MT","Gasolina C Comum","4.73","9/19/2018 18:26"
"3,927,792,000,132.00","POSTO CARRETAO","CACERES","MT","Etanol","2.95","9/19/2018 18:26"
"3,927,792,000,132.00","POSTO CARRETAO","CACERES","MT","Diesel S500","3.92","9/19/2018 18:26"
"3,927,792,000,132.00","POSTO CARRETAO","CACERES","MT","Diesel S10","3.99","9/19/2018 18:26"
"4,138,490,000,148.00","POSTO CANADA","FORTALEZA","CE","Gasolina C Comum","4.699","5/29/2019 11:47"
"4,138,490,000,148.00","POSTO CANADA","FORTALEZA","CE","Etanol","3.999","5/29/2019 11:47"
"4,138,490,000,148.00","POSTO CANADA","FORTALEZA","CE","Diesel S10","3.999","5/29/2019 11:47"
"4,142,464,000,193.00","POSTO PONTAL SUL LTDA","MORTUGABA","BA","Gasolina C Comum","4.809","8/27/2019 11:12"
"4,142,464,000,193.00","POSTO PONTAL SUL LTDA","MORTUGABA","BA","Etanol","3.399","8/27/2019 11:12"
"4,142,464,000,193.00","POSTO PONTAL SUL LTDA","MORTUGABA","BA","Diesel S500","3.699","8/27/2019 11:12"
"4,142,464,000,193.00","POSTO PONTAL SUL LTDA","MORTUGABA","BA","Diesel S10","3.799","8/27/2019 11:12"
"4,253,381,000,171.00","POSTO MAGUARI LTDA","BELEM","PA","Gasolina C Comum","4.599","8/29/2018 12:12"
"4,253,381,000,171.00","POSTO MAGUARI LTDA","BELEM","PA","Etanol","3.499","8/29/2018 12:12"
"4,253,381,000,171.00","POSTO MAGUARI LTDA","BELEM","PA","Diesel S10","3.599","8/29/2018 12:12"
"4,528,732,000,100.00","POSTO NOVA BARRA LTDA","BARRA DO PIRAI","RJ","Gasolina C Comum","5.299","4/25/2019 17:14"
"4,528,732,000,100.00","POSTO NOVA BARRA LTDA","BARRA DO PIRAI","RJ","Etanol","4.299","4/25/2019 17:14"
"4,528,732,000,100.00","POSTO NOVA BARRA LTDA","BARRA DO PIRAI","RJ","GNV","3.599","4/25/2019 17:14"
"4,528,732,000,100.00","POSTO NOVA BARRA LTDA","BARRA DO PIRAI","RJ","Diesel S500","3.799","4/25/2019 17:14"
"4,528,732,000,100.00","POSTO NOVA BARRA LTDA","BARRA DO PIRAI","RJ","Diesel S10","3.899","4/25/2019 17:14"
"4,528,732,000,371.00","POSTO NOVA PIRAI","PIRAI","RJ","Gasolina C Comum","499","8/16/2019 11:39"
"4,528,732,000,371.00","POSTO NOVA PIRAI","PIRAI","RJ","Etanol","389","8/16/2019 11:39"
"4,528,732,000,371.00","POSTO NOVA PIRAI","PIRAI","RJ","GNV","349","8/16/2019 11:39"
"4,528,732,000,371.00","POSTO NOVA PIRAI","PIRAI","RJ","Diesel S500","349","8/16/2019 11:39"
"4,528,732,000,371.00","POSTO NOVA PIRAI","PIRAI","RJ","Diesel S10","359","8/16/2019 11:39"
"4,552,469,000,194.00","POSTO LIMA","IGARAPE-ACU","PA","Gasolina C Comum","4.45","9/5/2019 9:09"
"4,552,469,000,194.00","POSTO LIMA","IGARAPE-ACU","PA","Diesel S500","3.7","9/5/2019 9:09"
"4,552,469,000,194.00","POSTO LIMA","IGARAPE-ACU","PA","Diesel S10","3.75","9/5/2019 9:09"
"4,624,593,000,118.00","C JUSTINIANO ROCHA & CIA LTDA.","LUCIARA","MT","Gasolina C Comum","550","6/14/2019 10:28"
"4,624,593,000,118.00","C JUSTINIANO ROCHA & CIA LTDA.","LUCIARA","MT","Etanol","360","6/14/2019 10:28"
"4,624,593,000,118.00","C JUSTINIANO ROCHA & CIA LTDA.","LUCIARA","MT","Diesel S500","445","6/14/2019 10:28"
"4,624,593,000,118.00","C JUSTINIANO ROCHA & CIA LTDA.","LUCIARA","MT","Diesel S10","455","6/14/2019 10:28"
"4,643,904,000,277.00","AUTO POSTO OZIVAL LTDA","MANAUS","AM","Gasolina C Comum","3.98","14/12/2018 12:52"
"4,687,124,000,148.00","AUTO POSTO BURITIS","BURITIS","RO","Gasolina C Comum","4.89","12/7/2018 13:10"
"4,687,124,000,148.00","AUTO POSTO BURITIS","BURITIS","RO","Etanol","4.23","12/7/2018 13:10"
"4,687,124,000,148.00","AUTO POSTO BURITIS","BURITIS","RO","Diesel S500","3.93","12/7/2018 13:10"
"4,687,124,000,148.00","AUTO POSTO BURITIS","BURITIS","RO","Diesel S10","4.03","12/7/2018 13:10"
"4,687,124,000,229.00","AUTO POSTO MODELO","BURITIS","RO","Gasolina C Comum","4.89","12/7/2018 13:11"
"4,687,124,000,229.00","AUTO POSTO MODELO","BURITIS","RO","Etanol","4.23","12/7/2018 13:11"
"4,687,124,000,229.00","AUTO POSTO MODELO","BURITIS","RO","Diesel S500","3.93","12/7/2018 13:11"
"4,687,124,000,229.00","AUTO POSTO MODELO","BURITIS","RO","Diesel S10","4.03","12/7/2018 13:11"
"4,716,311,000,102.00","POSTO GARITAO","LAVRAS","MG","Gasolina C Comum","4.298","13/11/2019 11:41"
"4,716,311,000,102.00","POSTO GARITAO","LAVRAS","MG","Etanol","4.288","13/11/2019 11:41"
"4,716,311,000,102.00","POSTO GARITAO","LAVRAS","MG","Diesel S500","3.938","13/11/2019 11:41"
"4,716,311,000,102.00","POSTO GARITAO","LAVRAS","MG","Diesel S10","3.998","13/11/2019 11:41"
"4,785,105,000,154.00","VALENCA AUTO SERVICE LTDA.","CAMPINAS","SP","Gasolina C Comum","4.099","1/29/2019 10:55"
"4,785,105,000,154.00","VALENCA AUTO SERVICE LTDA.","CAMPINAS","SP","Etanol","2.799","12/4/2018 11:01"
"4,785,105,000,154.00","VALENCA AUTO SERVICE LTDA.","CAMPINAS","SP","Diesel S500","3.599","1/23/2019 15:05"
"4,785,105,000,154.00","VALENCA AUTO SERVICE LTDA.","CAMPINAS","SP","Diesel S10","3.699","1/23/2019 15:05"
"4,816,108,000,108.00","POSTO PALACIO GUANABARA LTDA","RIO DE JANEIRO","RJ","Gasolina C Comum","5.099","25/11/2019 09:46"
"4,816,108,000,108.00","POSTO PALACIO GUANABARA LTDA","RIO DE JANEIRO","RJ","Etanol","4.399","25/11/2019 09:46"
"4,816,108,000,108.00","POSTO PALACIO GUANABARA LTDA","RIO DE JANEIRO","RJ","Diesel S10","3.999","25/11/2019 09:46"
"4,816,108,000,108.00","POSTO PALACIO GUANABARA LTDA","RIO DE JANEIRO","RJ","GNV","3.199","25/11/2019 09:46"
"4,825,319,000,107.00","POSTO AUTOCAR","ITAJAI","SC","Gasolina C Comum","3.779","8/14/2018 12:52"
"4,825,319,000,107.00","POSTO AUTOCAR","ITAJAI","SC","Etanol","3.099","8/14/2018 12:52"
"4,825,319,000,107.00","POSTO AUTOCAR","ITAJAI","SC","Diesel S10","3.398","8/14/2018 12:52"
"4,878,675,000,199.00","AUTO POSTO SAO CRISTOVAO","POUSO ALEGRE","MG","Gasolina C Comum","5.094","10/1/2018 17:10"
"4,878,675,000,199.00","AUTO POSTO SAO CRISTOVAO","POUSO ALEGRE","MG","Etanol","3.096","10/1/2018 17:10"
"4,878,675,000,199.00","AUTO POSTO SAO CRISTOVAO","POUSO ALEGRE","MG","Diesel S500","3.79","10/1/2018 17:10"
"4,878,675,000,199.00","AUTO POSTO SAO CRISTOVAO","POUSO ALEGRE","MG","Diesel S10","3.85","10/1/2018 17:10"
"4,879,407,000,191.00","POSTO SANTA CRUZ","RIO DE JANEIRO","RJ","GNV","2.849","7/1/2019 17:27"
"4,982,983,000,160.00","POSTO 10","CORUMBA","MS","Gasolina C Comum","4.68","20/11/2019 11:06"
"4,982,983,000,160.00","POSTO 10","CORUMBA","MS","Etanol","3.79","20/11/2019 11:06"
"4,982,983,000,160.00","POSTO 10","CORUMBA","MS","Diesel S500","3.98","20/11/2019 11:06"
"4,982,983,000,160.00","POSTO 10","CORUMBA","MS","Diesel S10","4.01","20/11/2019 11:06"
"5,037,623,000,152.00","AUTO POSTO TIO SAM LTDA","MUNDO NOVO","MS","Gasolina C Comum","4.499","13/11/2019 13:57"
"5,037,623,000,152.00","AUTO POSTO TIO SAM LTDA","MUNDO NOVO","MS","Etanol","3.599","13/11/2019 13:57"
"5,037,623,000,152.00","AUTO POSTO TIO SAM LTDA","MUNDO NOVO","MS","Diesel S500","3.389","13/11/2019 13:57"
"5,037,623,000,152.00","AUTO POSTO TIO SAM LTDA","MUNDO NOVO","MS","Diesel S10","3.479","13/11/2019 13:57"
"5,037,623,000,152.00","AUTO POSTO TIO SAM LTDA","MUNDO NOVO","MS","GNV","0.001","9/20/2019 13:24"
"5,134,573,000,121.00","POSTO ALFEMAR","CAMPINAS","SP","Gasolina C Comum","4.097","8/27/2019 11:12"
"5,134,573,000,121.00","POSTO ALFEMAR","CAMPINAS","SP","Etanol","2.797","8/27/2019 11:12"
"5,134,573,000,121.00","POSTO ALFEMAR","CAMPINAS","SP","Diesel S10","3.397","8/27/2019 11:12"
"5,210,064,000,130.00","AUTO POSTO PETROMINAS","FERNANDOPOLIS","SP","Gasolina C Comum","4.379","5/30/2019 16:04"
"5,210,064,000,130.00","AUTO POSTO PETROMINAS","FERNANDOPOLIS","SP","Etanol","2.799","5/30/2019 16:04"
"5,210,064,000,130.00","AUTO POSTO PETROMINAS","FERNANDOPOLIS","SP","Diesel S500","3.599","5/30/2019 16:04"
"5,210,064,000,130.00","AUTO POSTO PETROMINAS","FERNANDOPOLIS","SP","Diesel S10","3.699","5/30/2019 16:04"
"5,333,676,000,110.00","POSTO FABRO","GETULIO VARGAS","RS","Diesel S500","3.719","31/10/2019 15:30"
"5,333,676,000,110.00","POSTO FABRO","GETULIO VARGAS","RS","Diesel S10","3.819","31/10/2019 15:30"
"5,333,676,000,110.00","POSTO FABRO","GETULIO VARGAS","RS","Gasolina C Comum","4.699","31/10/2019 15:30"
"5,357,865,000,123.00","BAIRRO NOVO AUTO POSTO LTDA","PORTO VELHO","RO","Gasolina C Comum","4.249","2/22/2019 12:11"
"5,357,865,000,123.00","BAIRRO NOVO AUTO POSTO LTDA","PORTO VELHO","RO","Diesel S10","3.799","1/22/2019 17:17"
"5,374,546,000,126.00","POSTO TITAN","MACAE","RJ","Gasolina C Comum","3.94","9/17/2019 10:44"
"5,374,546,000,126.00","POSTO TITAN","MACAE","RJ","Etanol","3.97","9/17/2019 10:44"
"5,374,546,000,126.00","POSTO TITAN","MACAE","RJ","Diesel S500","3.65","9/17/2019 10:44"
"5,374,546,000,126.00","POSTO TITAN","MACAE","RJ","Diesel S10","3.75","9/17/2019 10:44"
"5,593,306,000,112.00","AUTO POSTO JOWAL","MACHADINHO D'OESTE","RO","Gasolina C Comum","4.49","3/21/2019 15:36"
"5,593,306,000,112.00","AUTO POSTO JOWAL","MACHADINHO D'OESTE","RO","Etanol","4.43","3/21/2019 15:36"
"5,593,306,000,112.00","AUTO POSTO JOWAL","MACHADINHO D'OESTE","RO","Diesel S500","3.94","3/21/2019 15:36"
"5,593,306,000,112.00","AUTO POSTO JOWAL","MACHADINHO D'OESTE","RO","Diesel S10","4.01","3/21/2019 15:36"
"5,675,515,000,105.00","POSTO CENTRO SUL","PALMAS","PR","Gasolina C Comum","4.56","7/16/2018 11:13"
"5,675,515,000,105.00","POSTO CENTRO SUL","PALMAS","PR","Etanol","3.18","7/16/2018 11:13"
"5,675,515,000,105.00","POSTO CENTRO SUL","PALMAS","PR","Diesel S10","3.35","7/16/2018 11:13"
"5,843,222,000,190.00","POSTO BARREIRINHAS","TUCURUI","PA","Gasolina C Comum","5.17","10/8/2018 17:13"
"5,843,222,000,190.00","POSTO BARREIRINHAS","TUCURUI","PA","Diesel S10","4.16","10/8/2018 17:13"
"5,892,767,000,196.00","POSTO RIO VERDE","ITAGUACU DA BAHIA","BA","Gasolina C Comum","4.49","7/25/2019 21:52"
"5,892,767,000,196.00","POSTO RIO VERDE","ITAGUACU DA BAHIA","BA","Etanol","3.39","7/25/2019 21:52"
"5,892,767,000,196.00","POSTO RIO VERDE","ITAGUACU DA BAHIA","BA","Diesel S500","3.55","7/25/2019 21:52"
"5,892,767,000,196.00","POSTO RIO VERDE","ITAGUACU DA BAHIA","BA","Diesel S10","3.59","7/25/2019 21:52"
"6,039,710,000,101.00","L V L COMÉRCIO DE COMBUSTÍVEIS LTDA.","BOM PRINCIPIO","RS","Gasolina C Comum","4.399","8/22/2018 18:28"
"6,039,710,000,101.00","L V L COMÉRCIO DE COMBUSTÍVEIS LTDA.","BOM PRINCIPIO","RS","Diesel S500","3.099","8/22/2018 18:28"
"6,039,710,000,101.00","L V L COMÉRCIO DE COMBUSTÍVEIS LTDA.","BOM PRINCIPIO","RS","Diesel S10","3.149","8/22/2018 18:28"
"6,050,724,000,126.00","POSTO MOREIRA","VILA BOA","GO","Gasolina C Comum","4.999","10/3/2018 20:16"
"6,050,724,000,126.00","POSTO MOREIRA","VILA BOA","GO","Etanol","2.999","10/3/2018 19:13"
"6,050,724,000,126.00","POSTO MOREIRA","VILA BOA","GO","Diesel S500","3.849","10/3/2018 19:13"
"6,250,226,000,127.00","POSTO DE COMBUSTIVEIS MARAVILHA D IMBE LTDA","IMBE","RS","Gasolina C Comum","3.947","23/10/2019 15:59"
"6,250,226,000,127.00","POSTO DE COMBUSTIVEIS MARAVILHA D IMBE LTDA","IMBE","RS","Etanol","3.128","23/10/2019 15:59"
"6,250,226,000,127.00","POSTO DE COMBUSTIVEIS MARAVILHA D IMBE LTDA","IMBE","RS","Diesel S500","3.099","23/10/2019 15:59"
"6,255,176,000,170.00","POSTO CIDADE","CAMPO GRANDE","MS","Gasolina C Comum","4.099","26/11/2019 11:05"
"6,255,176,000,170.00","POSTO CIDADE","CAMPO GRANDE","MS","Etanol","3.399","26/11/2019 11:05"
"6,255,176,000,170.00","POSTO CIDADE","CAMPO GRANDE","MS","Diesel S10","3.799","26/11/2019 11:05"
"6,269,773,000,154.00","REVENDEDORA SOPETRO LTDA","SAO LUIS","MA","Gasolina C Comum","4.799","23/10/2019 14:54"
"6,269,773,000,154.00","REVENDEDORA SOPETRO LTDA","SAO LUIS","MA","Diesel S10","3.899","23/10/2019 14:54"
"6,294,288,000,130.00","POSTO KATIA LOCATELLI","CAMPO GRANDE","MS","Gasolina C Comum","4.147","25/11/2019 16:44"
"6,294,288,000,130.00","POSTO KATIA LOCATELLI","CAMPO GRANDE","MS","Etanol","3.497","18/11/2019 18:03"
"6,294,288,000,130.00","POSTO KATIA LOCATELLI","CAMPO GRANDE","MS","Diesel S500","3.777","25/11/2019 16:44"
"6,294,288,000,130.00","POSTO KATIA LOCATELLI","CAMPO GRANDE","MS","Diesel S10","3.797","10/7/2019 17:59"
"6,302,616,000,101.00","POSTO TEXACO KENNEDY","SAO LUIS","MA","Gasolina C Comum","4.659","24/10/2019 12:23"
"6,302,616,000,101.00","POSTO TEXACO KENNEDY","SAO LUIS","MA","Etanol","3.399","24/10/2019 12:23"
"6,302,616,000,101.00","POSTO TEXACO KENNEDY","SAO LUIS","MA","Diesel S10","3.999","24/10/2019 12:23"
"6,303,970,000,142.00","AUTO POSTO PONTE METÁLICA","GUARATINGUETA","SP","Gasolina C Comum","3.999","10/8/2019 16:40"
"6,303,970,000,142.00","AUTO POSTO PONTE METÁLICA","GUARATINGUETA","SP","Etanol","2.799","16/11/2019 13:48"
"6,303,970,000,142.00","AUTO POSTO PONTE METÁLICA","GUARATINGUETA","SP","Diesel S10","3.599","8/15/2019 9:32"
"6,341,746,000,145.00","POSTO PALMEIRA","TRAIRAO","PA","Gasolina C Comum","4.77","9/5/2018 19:07"
"6,341,746,000,145.00","POSTO PALMEIRA","TRAIRAO","PA","Diesel S500","3.74","9/5/2018 19:07"
"6,341,746,000,145.00","POSTO PALMEIRA","TRAIRAO","PA","Diesel S10","3.8","9/5/2018 19:07"
"6,759,096,000,152.00","POSTO TEXACO GATURIANO","DOM EXPEDITO LOPES","PI","Gasolina C Comum","4.579","8/29/2019 10:02"
"6,759,096,000,152.00","POSTO TEXACO GATURIANO","DOM EXPEDITO LOPES","PI","Diesel S500","3.499","8/29/2019 10:02"
"6,759,096,000,152.00","POSTO TEXACO GATURIANO","DOM EXPEDITO LOPES","PI","Diesel S10","3.539","8/29/2019 10:02"
"6,790,172,000,273.00","COOTRATAN","TANGARA","SC","Gasolina C Comum","4.389","6/7/2019 17:49"
"6,790,172,000,273.00","COOTRATAN","TANGARA","SC","Diesel S500","3.499","6/7/2019 17:49"
"6,790,172,000,273.00","COOTRATAN","TANGARA","SC","Diesel S10","3.579","6/7/2019 17:49"
"7,135,119,000,110.00","BIOPOSTO CAMPECHE","FLORIANOPOLIS","SC","Gasolina C Comum","3.899","9/30/2019 13:52"
"7,135,119,000,110.00","BIOPOSTO CAMPECHE","FLORIANOPOLIS","SC","Etanol","3.299","8/16/2019 10:52"
"7,135,119,000,110.00","BIOPOSTO CAMPECHE","FLORIANOPOLIS","SC","Diesel S10","3.799","8/16/2019 10:52"
"7,157,563,000,137.00","POSTO SAMUEL","SAO LUIS","MA","Gasolina C Comum","4.36","12/11/2019 09:46"
"7,157,563,000,137.00","POSTO SAMUEL","SAO LUIS","MA","Diesel S500","4.74","11/1/2019 14:20"
"7,157,563,000,137.00","POSTO SAMUEL","SAO LUIS","MA","Diesel S10","3.77","11/1/2019 14:20"
"7,198,313,000,145.00","CLODOMIRO BATHKE E CIA.LTDA","BALSA NOVA","PR","Gasolina C Comum","4.59","13/10/2018 15:25"
"7,198,313,000,145.00","CLODOMIRO BATHKE E CIA.LTDA","BALSA NOVA","PR","Etanol","3.23","13/10/2018 15:25"
"7,198,313,000,145.00","CLODOMIRO BATHKE E CIA.LTDA","BALSA NOVA","PR","Diesel S10","3.62","13/10/2018 15:25"
"7,291,814,000,171.00","POSTO NOVA QUEIMADOS LTDA","QUEIMADOS","RJ","Gasolina C Comum","4.899","7/27/2018 17:29"
"7,291,814,000,171.00","POSTO NOVA QUEIMADOS LTDA","QUEIMADOS","RJ","Etanol","3.299","7/27/2018 17:29"
"7,291,814,000,171.00","POSTO NOVA QUEIMADOS LTDA","QUEIMADOS","RJ","GNV","2.588","7/27/2018 17:29"
"7,291,814,000,171.00","POSTO NOVA QUEIMADOS LTDA","QUEIMADOS","RJ","Diesel S10","3.489","7/27/2018 17:29"
"7,298,624,000,186.00","POSTO PANTANAL","MIRANDA","MS","Diesel S500","3.68","6/27/2018 10:29"
"7,298,624,000,186.00","POSTO PANTANAL","MIRANDA","MS","Diesel S10","3.78","6/27/2018 10:29"
"7,482,075,000,103.00","COLOSSAL BATEL","CURITIBA","PR","Gasolina C Comum","3.999","6/25/2019 15:16"
"7,482,075,000,103.00","COLOSSAL BATEL","CURITIBA","PR","Etanol","2.899","8/23/2019 14:42"
"7,482,075,000,103.00","COLOSSAL BATEL","CURITIBA","PR","Diesel S10","3.299","6/25/2019 15:16"
"7,532,604,000,128.00","DIVISAO COMERCIO DE COMBUSTIVEIS E CONVENIENCIAS LTDA","PORTO UNIAO","SC","Gasolina C Comum","4.149","8/20/2019 15:01"
"7,532,604,000,128.00","DIVISAO COMERCIO DE COMBUSTIVEIS E CONVENIENCIAS LTDA","PORTO UNIAO","SC","Diesel S10","3.549","8/20/2019 15:01"
"7,536,636,000,100.00","POSTO DO JOCA","PELOTAS","RS","Gasolina C Comum","4.799","24/11/2018 21:06"
"7,536,636,000,100.00","POSTO DO JOCA","PELOTAS","RS","Diesel S500","3.859","24/11/2018 21:07"
"7,536,636,000,100.00","POSTO DO JOCA","PELOTAS","RS","Diesel S10","3.959","24/11/2018 21:07"
"7,605,515,000,164.00","POSTO SAO RAIMUNDO","CASCAVEL","CE","Gasolina C Comum","4.53","8/9/2019 10:19"
"7,605,515,000,164.00","POSTO SAO RAIMUNDO","CASCAVEL","CE","Etanol","3.69","8/8/2019 10:16"
"7,605,515,000,164.00","POSTO SAO RAIMUNDO","CASCAVEL","CE","Diesel S10","3.69","8/8/2019 10:16"
"7,605,515,000,245.00","POSTO SÃO RAIMUNDO 2","CASCAVEL","CE","Gasolina C Comum","4.53","8/9/2019 10:16"
"7,605,515,000,245.00","POSTO SÃO RAIMUNDO 2","CASCAVEL","CE","Etanol","3.69","8/9/2019 10:16"
"7,605,515,000,245.00","POSTO SÃO RAIMUNDO 2","CASCAVEL","CE","Diesel S10","3.69","8/9/2019 10:16"
"7,605,515,000,326.00","POSTO SAO RAIMUNDO","CASCAVEL","CE","Gasolina C Comum","4.53","8/9/2019 10:21"
"7,605,515,000,326.00","POSTO SAO RAIMUNDO","CASCAVEL","CE","Etanol","3.69","8/8/2019 10:18"
"7,605,515,000,326.00","POSTO SAO RAIMUNDO","CASCAVEL","CE","Diesel S10","3.67","8/8/2019 10:18"
"7,605,515,000,407.00","POSTO SAO RAIMUNDO PRAIA","CASCAVEL","CE","Gasolina C Comum","4.49","8/8/2019 12:47"
"7,605,515,000,407.00","POSTO SAO RAIMUNDO PRAIA","CASCAVEL","CE","Etanol","3.69","8/8/2019 12:47"
"7,605,515,000,407.00","POSTO SAO RAIMUNDO PRAIA","CASCAVEL","CE","Diesel S10","3.69","8/8/2019 12:47"
"7,840,472,000,100.00","AUTO POSTO SANTA RITA","PONTALINA","GO","Gasolina C Comum","4.859","9/5/2018 19:21"
"7,840,472,000,100.00","AUTO POSTO SANTA RITA","PONTALINA","GO","Etanol","2.999","7/18/2018 17:26"
"7,840,472,000,100.00","AUTO POSTO SANTA RITA","PONTALINA","GO","Diesel S500","3.899","9/5/2018 19:21"
"7,840,472,000,100.00","AUTO POSTO SANTA RITA","PONTALINA","GO","Diesel S10","3.999","9/5/2018 19:21"
"7,928,956,000,105.00","POSTO ARIQUEMES","ARIQUEMES","RO","Gasolina C Comum","4.49","8/17/2019 11:03"
"7,928,956,000,105.00","POSTO ARIQUEMES","ARIQUEMES","RO","Diesel S500","3.76","8/17/2019 11:03"
"7,928,956,000,105.00","POSTO ARIQUEMES","ARIQUEMES","RO","Diesel S10","3.86","8/17/2019 11:03"
"8,355,825,000,130.00","POSTO DE COMBUSTÍVEIS 214 SUL","BRASILIA","DF","Gasolina C Comum","4.39","6/26/2018 10:59"
"8,355,825,000,130.00","POSTO DE COMBUSTÍVEIS 214 SUL","BRASILIA","DF","Etanol","3.38","6/26/2018 10:59"
"8,355,825,000,130.00","POSTO DE COMBUSTÍVEIS 214 SUL","BRASILIA","DF","GNV","1","6/26/2018 10:59"
"8,355,825,000,130.00","POSTO DE COMBUSTÍVEIS 214 SUL","BRASILIA","DF","Diesel S500","1","6/26/2018 10:59"
"8,355,825,000,130.00","POSTO DE COMBUSTÍVEIS 214 SUL","BRASILIA","DF","Diesel S10","4.799","6/26/2018 10:59"
"8,450,385,000,109.00","COMERCIO DE PRODUTOS MAIS LTDA","ROLIM DE MOURA","RO","Gasolina C Comum","4.74","7/12/2018 19:45"
"8,450,385,000,109.00","COMERCIO DE PRODUTOS MAIS LTDA","ROLIM DE MOURA","RO","Diesel S500","3.61","7/12/2018 19:45"
"8,450,385,000,109.00","COMERCIO DE PRODUTOS MAIS LTDA","ROLIM DE MOURA","RO","Diesel S10","3.69","7/12/2018 19:45"
