"cnpj","nome","cidade","estado","produto","valor","data_cadastro"
"8,605,136,000,137.00","POSTO R7","MINEIROS","GO","Gasolina C Comum","4.6","5/14/2019 9:47"
"8,605,136,000,137.00","POSTO R7","MINEIROS","GO","Etanol","3","6/12/2019 14:33"
"8,605,136,000,137.00","POSTO R7","MINEIROS","GO","Diesel S500","3.69","7/9/2019 11:02"
"8,605,136,000,137.00","POSTO R7","MINEIROS","GO","Diesel S10","3.79","7/9/2019 11:02"
"8,742,289,000,126.00","POSTO DO MANOELAO","ROLIM DE MOURA","RO","Gasolina C Comum","4.74","6/6/2019 10:11"
"8,742,289,000,126.00","POSTO DO MANOELAO","ROLIM DE MOURA","RO","Diesel S500","3.85","6/6/2019 10:11"
"8,742,289,000,126.00","POSTO DO MANOELAO","ROLIM DE MOURA","RO","Diesel S10","3.9","6/6/2019 10:11"
"8,754,803,000,143.00","","MACAIBA","RN","Gasolina C Comum","4.379","7/12/2018 10:31"
"8,754,803,000,143.00","","MACAIBA","RN","Etanol","3.599","7/12/2018 10:31"
"8,754,803,000,143.00","","MACAIBA","RN","Diesel S500","3.379","7/12/2018 10:31"
"8,754,803,000,143.00","","MACAIBA","RN","Diesel S10","3.479","7/12/2018 10:31"
"8,790,322,000,193.00","POSTO DE GASOLINA E SERVIÇOS BR PAN 2007 LTDA","RIO DE JANEIRO","RJ","Gasolina C Comum","4.897","1/2/2019 19:26"
"8,790,322,000,193.00","POSTO DE GASOLINA E SERVIÇOS BR PAN 2007 LTDA","RIO DE JANEIRO","RJ","Etanol","3.597","1/2/2019 19:26"
"8,790,322,000,193.00","POSTO DE GASOLINA E SERVIÇOS BR PAN 2007 LTDA","RIO DE JANEIRO","RJ","Diesel S10","3.697","1/2/2019 19:26"
"8,963,963,000,100.00","POSTO DE GASOLINA 6 DE MAIO LTDA - ME","DUQUE DE CAXIAS","RJ","Gasolina C Comum","4.999","7/13/2018 14:28"
"8,963,963,000,100.00","POSTO DE GASOLINA 6 DE MAIO LTDA - ME","DUQUE DE CAXIAS","RJ","Etanol","3.499","7/13/2018 14:28"
"8,963,963,000,100.00","POSTO DE GASOLINA 6 DE MAIO LTDA - ME","DUQUE DE CAXIAS","RJ","Diesel S10","3.499","7/13/2018 14:28"
"9,069,872,000,180.00","AUTO POSTO MODELO","PALMAS","TO","Gasolina C Comum","4.399","2/19/2019 16:29"
"9,069,872,000,180.00","AUTO POSTO MODELO","PALMAS","TO","Etanol","3.79","2/19/2019 16:29"
"9,069,872,000,180.00","AUTO POSTO MODELO","PALMAS","TO","Diesel S10","3.35","2/19/2019 16:29"
"9,164,791,000,321.00","POSTO APOLO VI","CACHOEIRINHA","RS","Gasolina C Comum","4.899","9/24/2018 15:51"
"9,164,791,000,321.00","POSTO APOLO VI","CACHOEIRINHA","RS","Etanol","3.999","9/24/2018 15:51"
"9,164,791,000,321.00","POSTO APOLO VI","CACHOEIRINHA","RS","Diesel S500","3.599","9/24/2018 15:51"
"9,164,791,000,321.00","POSTO APOLO VI","CACHOEIRINHA","RS","Diesel S10","3.699","9/24/2018 15:51"
"9,217,206,000,142.00","AUTO POSTO PREMIUM","ARAGUAINA","TO","Gasolina C Comum","4.79","6/21/2018 16:57"
"9,217,206,000,142.00","AUTO POSTO PREMIUM","ARAGUAINA","TO","Diesel S500","3.399","6/21/2018 16:54"
"9,217,206,000,142.00","AUTO POSTO PREMIUM","ARAGUAINA","TO","Diesel S10","3.499","6/21/2018 16:54"
"9,271,603,000,100.00","AUTO POSTO CAMPANHOLLI","CEREJEIRAS","RO","Gasolina C Comum","4.73","4/17/2019 17:19"
"9,271,603,000,100.00","AUTO POSTO CAMPANHOLLI","CEREJEIRAS","RO","Etanol","4.37","4/17/2019 17:19"
"9,271,603,000,100.00","AUTO POSTO CAMPANHOLLI","CEREJEIRAS","RO","Diesel S500","4.01","4/17/2019 17:19"
"9,271,603,000,100.00","AUTO POSTO CAMPANHOLLI","CEREJEIRAS","RO","Diesel S10","4.09","4/17/2019 17:19"
"9,271,603,000,283.00","AUTO POSTO CAMPANHOLLI","CORUMBIARA","RO","Gasolina C Comum","4.73","4/17/2019 17:31"
"9,271,603,000,283.00","AUTO POSTO CAMPANHOLLI","CORUMBIARA","RO","Diesel S500","4.01","4/17/2019 17:31"
"9,271,603,000,283.00","AUTO POSTO CAMPANHOLLI","CORUMBIARA","RO","Diesel S10","4.09","4/17/2019 17:31"
"9,291,970,000,168.00","POSTO ARROIO DO SAL","ARROIO DO SAL","RS","Diesel S10","3.629","1/14/2019 11:26"
"9,291,970,000,168.00","POSTO ARROIO DO SAL","ARROIO DO SAL","RS","Gasolina C Comum","4.399","1/14/2019 11:27"
"9,291,970,000,168.00","POSTO ARROIO DO SAL","ARROIO DO SAL","RS","Diesel S500","3.559","1/14/2019 11:26"
"9,291,970,000,249.00","DAIANE T. DE AMARANTE & CIA LTDA - EPP","TORRES","RS","Gasolina C Comum","4.399","1/14/2019 11:52"
"9,291,970,000,249.00","DAIANE T. DE AMARANTE & CIA LTDA - EPP","TORRES","RS","Diesel S500","3.399","1/14/2019 11:52"
"9,291,970,000,249.00","DAIANE T. DE AMARANTE & CIA LTDA - EPP","TORRES","RS","Diesel S10","3.499","1/14/2019 11:52"
"9,296,287,000,113.00","AUTO POSTO MONTANA","OURO PRETO DO OESTE","RO","Gasolina C Comum","4.58","7/28/2019 15:25"
"9,296,287,000,113.00","AUTO POSTO MONTANA","OURO PRETO DO OESTE","RO","Etanol","3.95","7/28/2019 15:25"
"9,296,287,000,113.00","AUTO POSTO MONTANA","OURO PRETO DO OESTE","RO","Diesel S500","3.88","10/9/2019 18:39"
"9,299,516,000,153.00","AUTO POSTO AGNELO","CICERO DANTAS","BA","Gasolina C Comum","4.45","20/12/2018 11:07"
"9,299,516,000,153.00","AUTO POSTO AGNELO","CICERO DANTAS","BA","Etanol","3.3","20/12/2018 11:07"
"9,299,516,000,153.00","AUTO POSTO AGNELO","CICERO DANTAS","BA","Diesel S10","3.65","20/12/2018 11:07"
"9,366,602,000,131.00","AUTO POSTO GIGI","ITAPORA","MS","Gasolina C Comum","4.619","11/5/2019 9:49"
"9,366,602,000,131.00","AUTO POSTO GIGI","ITAPORA","MS","Etanol","3.619","11/5/2019 9:49"
"9,366,602,000,131.00","AUTO POSTO GIGI","ITAPORA","MS","Diesel S500","3.969","9/23/2019 8:45"
"9,366,602,000,131.00","AUTO POSTO GIGI","ITAPORA","MS","Diesel S10","3.995","9/23/2019 8:45"
"9,374,342,000,146.00","AUTO POSTO KERUBINS II","MOGI GUACU","SP","Gasolina C Comum","4.499","4/22/2019 16:14"
"9,374,342,000,146.00","AUTO POSTO KERUBINS II","MOGI GUACU","SP","Etanol","3.299","4/22/2019 16:14"
"9,374,342,000,146.00","AUTO POSTO KERUBINS II","MOGI GUACU","SP","Diesel S500","3.699","4/22/2019 16:14"
"9,374,342,000,146.00","AUTO POSTO KERUBINS II","MOGI GUACU","SP","Diesel S10","3.799","4/22/2019 16:14"
"9,573,325,000,138.00","RR AUTO SERVICE LTDA","CAMPINAS","SP","Gasolina C Comum","4.099","1/23/2019 15:06"
"9,573,325,000,138.00","RR AUTO SERVICE LTDA","CAMPINAS","SP","Etanol","2.799","12/4/2018 11:00"
"9,573,325,000,138.00","RR AUTO SERVICE LTDA","CAMPINAS","SP","Diesel S500","3.599","1/23/2019 15:06"
"9,573,325,000,138.00","RR AUTO SERVICE LTDA","CAMPINAS","SP","Diesel S10","3.699","1/23/2019 15:06"
"9,612,655,000,195.00","POSTO SATURNO","SENADOR SA","CE","Gasolina C Comum","4.87","8/3/2018 13:26"
"9,612,655,000,195.00","POSTO SATURNO","SENADOR SA","CE","Diesel S500","3.699","8/3/2018 13:26"
"10,157,722,000,108.00","ROTA 116","CANOAS","RS","Gasolina C Comum","4.769","10/8/2018 16:41"
"10,157,722,000,108.00","ROTA 116","CANOAS","RS","Diesel S500","3.589","10/8/2018 16:41"
"10,254,592,000,121.00","POSTO DE VILLE","SOUSA","PB","Gasolina C Comum","4.599","9/4/2018 9:09"
"10,254,592,000,121.00","POSTO DE VILLE","SOUSA","PB","Diesel S10","3.799","9/4/2018 9:09"
"10,269,693,000,176.00","AUTO POSTO PAMPA","PASSO FUNDO","RS","Gasolina C Comum","4.759","9/25/2018 8:35"
"10,269,693,000,176.00","AUTO POSTO PAMPA","PASSO FUNDO","RS","Diesel S10","3.499","9/25/2018 8:35"
"10,523,358,000,152.00","AUTO POSTO SAO SEBASTIAO","BELO HORIZONTE","MG","Gasolina C Comum","4.568","5/30/2019 8:05"
"10,523,358,000,152.00","AUTO POSTO SAO SEBASTIAO","BELO HORIZONTE","MG","Etanol","2.798","5/30/2019 8:05"
"10,549,635,000,104.00","AUTO POSTO COLONIAL","INDAIATUBA","SP","Gasolina C Comum","4.149","20/11/2019 16:27"
"10,549,635,000,104.00","AUTO POSTO COLONIAL","INDAIATUBA","SP","Etanol","2.799","20/11/2019 16:27"
"10,549,635,000,104.00","AUTO POSTO COLONIAL","INDAIATUBA","SP","Diesel S10","3.699","20/11/2019 16:27"
"10,557,748,000,143.00","AUTO POSTO ROTA RADIAL LTDA","SAO PAULO","SP","Gasolina C Comum","3.989","7/26/2018 20:06"
"10,557,748,000,143.00","AUTO POSTO ROTA RADIAL LTDA","SAO PAULO","SP","Etanol","2.249","7/26/2018 20:06"
"10,750,422,000,138.00","POSTO PONTO CERTO","CONCEICAO DO ARAGUAIA","PA","Gasolina C Comum","505","5/13/2019 16:43"
"10,750,422,000,138.00","POSTO PONTO CERTO","CONCEICAO DO ARAGUAIA","PA","Diesel S500","405","5/13/2019 16:43"
"10,750,422,000,138.00","POSTO PONTO CERTO","CONCEICAO DO ARAGUAIA","PA","Diesel S10","409","5/13/2019 16:43"
"10,876,085,000,120.00","AUTO POSTO SAN CRISTOVAO","DOURADOS","MS","Gasolina C Comum","4.299","7/12/2018 17:28"
"10,876,085,000,120.00","AUTO POSTO SAN CRISTOVAO","DOURADOS","MS","Etanol","2.999","7/12/2018 17:28"
"10,876,085,000,120.00","AUTO POSTO SAN CRISTOVAO","DOURADOS","MS","Diesel S500","3.399","7/12/2018 17:28"
"10,876,085,000,120.00","AUTO POSTO SAN CRISTOVAO","DOURADOS","MS","Diesel S10","3.499","7/12/2018 17:28"
"11,000,641,000,162.00","AUTO POSTO TITAN","JAU","SP","Gasolina C Comum","4.049","8/8/2018 15:00"
"11,000,641,000,162.00","AUTO POSTO TITAN","JAU","SP","Etanol","2.189","8/8/2018 15:00"
"11,000,641,000,162.00","AUTO POSTO TITAN","JAU","SP","Diesel S500","3.129","8/8/2018 15:00"
"11,000,641,000,162.00","AUTO POSTO TITAN","JAU","SP","Diesel S10","3.239","8/8/2018 15:00"
"11,060,293,000,119.00","POSTO ENSEADA AZUL","GUARAPARI","ES","Gasolina C Comum","4.69","4/4/2019 10:52"
"11,060,293,000,119.00","POSTO ENSEADA AZUL","GUARAPARI","ES","Etanol","3.79","4/4/2019 10:52"
"11,060,293,000,119.00","POSTO ENSEADA AZUL","GUARAPARI","ES","Diesel S10","3.87","4/4/2019 10:52"
"11,270,119,000,109.00","AUTO POSTO FRANCO","COROATA","MA","Gasolina C Comum","4.75","31/10/2019 09:49"
"11,270,119,000,109.00","AUTO POSTO FRANCO","COROATA","MA","Diesel S500","3.97","31/10/2019 09:49"
"11,270,119,000,109.00","AUTO POSTO FRANCO","COROATA","MA","Diesel S10","4.01","31/10/2019 09:49"
"11,300,950,000,158.00","AUTO POSTO JF","ANDRADAS","MG","Gasolina C Comum","4.799","10/3/2019 12:48"
"11,300,950,000,158.00","AUTO POSTO JF","ANDRADAS","MG","Etanol","2.99","12/11/2019 17:48"
"11,300,950,000,158.00","AUTO POSTO JF","ANDRADAS","MG","Diesel S500","3.749","10/3/2019 12:48"
"11,300,950,000,158.00","AUTO POSTO JF","ANDRADAS","MG","Diesel S10","3.789","10/3/2019 12:48"
"11,307,599,000,127.00","AUTO POSTO AEROPORTO DE UBATUBA LTDA.","UBATUBA","SP","Gasolina C Comum","4.259","16/11/2019 14:08"
"11,307,599,000,127.00","AUTO POSTO AEROPORTO DE UBATUBA LTDA.","UBATUBA","SP","Etanol","2.979","16/11/2019 14:08"
"11,307,599,000,127.00","AUTO POSTO AEROPORTO DE UBATUBA LTDA.","UBATUBA","SP","Diesel S10","3.749","10/8/2019 17:02"
"11,337,985,000,161.00","POSTO PINHEIRENSE CENTRO","PINHEIRO MACHADO","RS","Gasolina C Comum","4.77","6/14/2019 18:20"
"11,337,985,000,161.00","POSTO PINHEIRENSE CENTRO","PINHEIRO MACHADO","RS","Etanol","4.599","6/14/2019 18:20"
"11,337,985,000,161.00","POSTO PINHEIRENSE CENTRO","PINHEIRO MACHADO","RS","Diesel S500","3.599","6/14/2019 18:20"
"11,337,985,000,161.00","POSTO PINHEIRENSE CENTRO","PINHEIRO MACHADO","RS","Diesel S10","3.699","6/14/2019 18:20"
"11,353,929,000,110.00","POSTO MARE","NOVO GAMA","GO","Gasolina C Comum","4.659","5/7/2019 15:59"
"11,353,929,000,110.00","POSTO MARE","NOVO GAMA","GO","Etanol","2.899","5/7/2019 15:59"
"11,353,929,000,110.00","POSTO MARE","NOVO GAMA","GO","Diesel S500","3.599","5/7/2019 15:59"
"11,372,676,000,122.00","CAMPOS DO JORDÃO AUTO POSTO LTDA.","CAMPOS DO JORDAO","SP","Gasolina C Comum","4.599","10/8/2019 16:53"
"11,372,676,000,122.00","CAMPOS DO JORDÃO AUTO POSTO LTDA.","CAMPOS DO JORDAO","SP","Etanol","2.949","6/14/2019 10:03"
"11,372,676,000,122.00","CAMPOS DO JORDÃO AUTO POSTO LTDA.","CAMPOS DO JORDAO","SP","Diesel S500","3.729","10/8/2019 16:53"
"11,372,676,000,122.00","CAMPOS DO JORDÃO AUTO POSTO LTDA.","CAMPOS DO JORDAO","SP","Diesel S10","3.779","10/8/2019 16:53"
"11,388,834,000,132.00","AUTO POSTO MONTANA","OURO PRETO DO OESTE","RO","Gasolina C Comum","4.58","7/24/2019 17:31"
"11,388,834,000,132.00","AUTO POSTO MONTANA","OURO PRETO DO OESTE","RO","Diesel S500","3.88","10/8/2019 9:21"
"11,388,834,000,132.00","AUTO POSTO MONTANA","OURO PRETO DO OESTE","RO","Diesel S10","3.92","10/8/2019 9:21"
"11,440,349,000,160.00","POSTO SERRANO","ARACAJU","SE","Gasolina C Comum","4.399","7/9/2019 15:58"
"11,440,349,000,160.00","POSTO SERRANO","ARACAJU","SE","Etanol","3.48","7/19/2019 16:15"
"11,440,349,000,160.00","POSTO SERRANO","ARACAJU","SE","Diesel S500","3.649","7/9/2019 15:58"
"11,440,349,000,160.00","POSTO SERRANO","ARACAJU","SE","Diesel S10","3.699","7/9/2019 15:58"
"11,643,823,000,151.00","POSTO MARCON","CHAPECO","SC","Gasolina C Comum","4.449","9/25/2018 9:07"
"11,643,823,000,151.00","POSTO MARCON","CHAPECO","SC","Diesel S500","3.399","9/25/2018 9:07"
"11,643,823,000,151.00","POSTO MARCON","CHAPECO","SC","Diesel S10","3.469","9/25/2018 9:07"
"11,664,743,000,182.00","POSTO UNIVERSITÁRIO","LAGES","SC","Gasolina C Comum","4.269","3/29/2019 17:00"
"11,664,743,000,182.00","POSTO UNIVERSITÁRIO","LAGES","SC","Etanol","3.694","3/29/2019 17:00"
"11,664,743,000,182.00","POSTO UNIVERSITÁRIO","LAGES","SC","Diesel S500","3.509","3/29/2019 17:00"
"11,664,743,000,182.00","POSTO UNIVERSITÁRIO","LAGES","SC","Diesel S10","3.599","3/29/2019 17:00"
"11,664,743,000,182.00","POSTO UNIVERSITÁRIO","LAGES","SC","GNV","0.001","3/29/2019 17:00"
"12,031,541,000,166.00","POSTO HS","ESTRELA DO NORTE","GO","Gasolina C Comum","4.69","2/2/2019 9:16"
"12,031,541,000,166.00","POSTO HS","ESTRELA DO NORTE","GO","Etanol","3.09","2/2/2019 9:16"
"12,031,541,000,166.00","POSTO HS","ESTRELA DO NORTE","GO","Diesel S500","3.34","2/17/2019 13:37"
"12,031,541,000,166.00","POSTO HS","ESTRELA DO NORTE","GO","Diesel S10","3.65","2/17/2019 13:37"
"12,119,665,000,106.00","POSTO LEAL","BARREIRINHAS","MA","Gasolina C Comum","4.73","6/28/2018 14:37"
"12,119,665,000,106.00","POSTO LEAL","BARREIRINHAS","MA","Diesel S500","3.647","6/28/2018 14:37"
"12,119,665,000,106.00","POSTO LEAL","BARREIRINHAS","MA","Diesel S10","3.715","6/28/2018 14:37"
"12,119,665,000,289.00","LEAL COMERCIALIZACAO DE DERIVADOS DE PETROLEO LTDA","BARREIRINHAS","MA","Gasolina C Comum","4.65","7/5/2018 15:36"
"13,047,383,000,103.00","SF COMERCIO DE COMBUSTIVEIS LTDA.","ESTANCIA VELHA","RS","Gasolina C Comum","4.599","7/14/2018 10:18"
"13,047,383,000,103.00","SF COMERCIO DE COMBUSTIVEIS LTDA.","ESTANCIA VELHA","RS","Diesel S500","3.199","7/14/2018 10:18"
"13,047,383,000,103.00","SF COMERCIO DE COMBUSTIVEIS LTDA.","ESTANCIA VELHA","RS","Diesel S10","3.299","7/14/2018 10:18"
"13,051,606,000,106.00","AUTO POSTO 2 IRMAOS","BURITIS","RO","Diesel S500","3.62","7/20/2018 17:18"
"13,051,606,000,106.00","AUTO POSTO 2 IRMAOS","BURITIS","RO","Diesel S10","3.72","7/20/2018 17:18"
"13,170,895,000,154.00","AUTO POSTO UNIAO","EDEALINA","GO","Gasolina C Comum","4.799","10/4/2018 9:09"
"13,170,895,000,154.00","AUTO POSTO UNIAO","EDEALINA","GO","Etanol","2.879","10/4/2018 9:09"
"13,170,895,000,154.00","AUTO POSTO UNIAO","EDEALINA","GO","Diesel S500","3.699","10/4/2018 9:09"
"13,170,895,000,154.00","AUTO POSTO UNIAO","EDEALINA","GO","Diesel S10","3.799","10/4/2018 9:09"
"13,250,823,000,117.00","AUTO POSTO DALTIBA","ARIQUEMES","RO","Gasolina C Comum","3.65","7/4/2018 15:14"
"13,250,823,000,117.00","AUTO POSTO DALTIBA","ARIQUEMES","RO","Diesel S500","3.627","7/4/2018 15:14"
"13,250,823,000,117.00","AUTO POSTO DALTIBA","ARIQUEMES","RO","Diesel S10","3.661","7/4/2018 15:14"
"13,271,809,000,108.00","AUTO POSTO J & Y","MOJU","PA","Gasolina C Comum","4.649","8/29/2019 12:47"
"13,271,809,000,108.00","AUTO POSTO J & Y","MOJU","PA","Diesel S500","3.579","8/29/2019 12:47"
"13,271,809,000,108.00","AUTO POSTO J & Y","MOJU","PA","Diesel S10","3.649","8/29/2019 12:47"
"13,334,099,000,100.00","POSTO DE ABASTECIMENTO DE GASOLINA E OLEO ITAMIRA LTDA","APORA","BA","Gasolina C Comum","4.64","30/10/2019 10:04"
"13,334,099,000,100.00","POSTO DE ABASTECIMENTO DE GASOLINA E OLEO ITAMIRA LTDA","APORA","BA","Etanol","3.59","30/10/2019 10:04"
"13,334,099,000,100.00","POSTO DE ABASTECIMENTO DE GASOLINA E OLEO ITAMIRA LTDA","APORA","BA","Diesel S500","3.79","30/10/2019 10:04"
"13,334,099,000,100.00","POSTO DE ABASTECIMENTO DE GASOLINA E OLEO ITAMIRA LTDA","APORA","BA","Diesel S10","3.97","30/10/2019 10:04"
"13,379,724,000,130.00","REDE 020","FORMOSA","GO","Gasolina C Comum","4.399","9/17/2019 16:21"
"13,379,724,000,130.00","REDE 020","FORMOSA","GO","Etanol","2.999","26/11/2019 15:18"
"13,379,724,000,130.00","REDE 020","FORMOSA","GO","Diesel S500","3.659","11/5/2019 15:47"
"13,379,724,000,130.00","REDE 020","FORMOSA","GO","Diesel S10","3.699","11/5/2019 15:47"
"13,385,797,000,134.00","POSTO CIDADE","SAO DOMINGOS","BA","Gasolina C Comum","4.14","14/12/2018 12:26"
"13,385,797,000,134.00","POSTO CIDADE","SAO DOMINGOS","BA","Etanol","3.18","14/12/2018 12:26"
"13,385,797,000,134.00","POSTO CIDADE","SAO DOMINGOS","BA","Diesel S500","3.49","14/12/2018 12:26"
"13,579,902,000,176.00","AUTO POSTO CENTRAL","MOMBACA","CE","Gasolina C Comum","4.799","30/11/2018 13:10"
"13,579,902,000,176.00","AUTO POSTO CENTRAL","MOMBACA","CE","Etanol","3.499","30/11/2018 13:10"
"13,579,902,000,176.00","AUTO POSTO CENTRAL","MOMBACA","CE","Diesel S500","3.999","30/11/2018 13:10"
"13,579,902,000,176.00","AUTO POSTO CENTRAL","MOMBACA","CE","Diesel S10","4.099","30/11/2018 13:10"
"13,635,049,000,162.00","POSTO TITAN DE CORBELIA LTDA.","CORBELIA","PR","Gasolina C Comum","4.09","8/7/2018 15:55"
"13,635,049,000,162.00","POSTO TITAN DE CORBELIA LTDA.","CORBELIA","PR","Etanol","2.49","8/7/2018 15:55"
"13,635,049,000,162.00","POSTO TITAN DE CORBELIA LTDA.","CORBELIA","PR","Diesel S500","3.06","8/7/2018 15:55"
"13,699,899,000,124.00","POSTO LIDER","VISCONDE DO RIO BRANCO","MG","Gasolina C Comum","4.99","5/16/2019 21:57"
"13,699,899,000,124.00","POSTO LIDER","VISCONDE DO RIO BRANCO","MG","Etanol","3.29","5/16/2019 21:57"
"13,699,899,000,124.00","POSTO LIDER","VISCONDE DO RIO BRANCO","MG","Diesel S10","3.99","5/16/2019 21:57"
"13,781,754,000,178.00","POSTOS ARCO VERDE","PARNAMIRIM","RN","Gasolina C Comum","4.769","7/29/2018 20:26"
"13,781,754,000,178.00","POSTOS ARCO VERDE","PARNAMIRIM","RN","Etanol","3.599","7/29/2018 20:26"
"13,781,754,000,178.00","POSTOS ARCO VERDE","PARNAMIRIM","RN","Diesel S500","3.47","7/29/2018 20:26"
"13,781,754,000,178.00","POSTOS ARCO VERDE","PARNAMIRIM","RN","Diesel S10","3.59","7/29/2018 20:26"
"14,167,819,000,152.00","AUTO POSTO MARQUES","JARU","RO","Gasolina C Comum","4.579","7/3/2018 15:38"
"14,167,819,000,152.00","AUTO POSTO MARQUES","JARU","RO","Etanol","3.999","7/3/2018 15:38"
"14,167,819,000,152.00","AUTO POSTO MARQUES","JARU","RO","Diesel S500","3.549","7/3/2018 15:38"
"14,167,819,000,152.00","AUTO POSTO MARQUES","JARU","RO","Diesel S10","3.599","7/3/2018 15:38"
"14,229,920,000,190.00","POSTO TITAN CAFELANDIA","CAFELANDIA","PR","Gasolina C Comum","4.219","8/7/2018 16:02"
"14,229,920,000,190.00","POSTO TITAN CAFELANDIA","CAFELANDIA","PR","Etanol","2.699","8/7/2018 16:02"
"14,229,920,000,190.00","POSTO TITAN CAFELANDIA","CAFELANDIA","PR","Diesel S500","3.089","8/7/2018 16:02"
"14,229,920,000,190.00","POSTO TITAN CAFELANDIA","CAFELANDIA","PR","Diesel S10","3.139","8/7/2018 16:02"
"14,967,901,000,161.00","POSTO NELCI MARIA LOCATELLI E CIA LTDA","CAMPO GRANDE","MS","Gasolina C Comum","4.09","6/28/2018 16:02"
