"cnpj","nome","cidade","estado","produto","valor","data_cadastro"
"14,967,901,000,161.00","POSTO NELCI MARIA LOCATELLI E CIA LTDA","CAMPO GRANDE","MS","Etanol","3.197","6/28/2018 16:02"
"14,967,901,000,161.00","POSTO NELCI MARIA LOCATELLI E CIA LTDA","CAMPO GRANDE","MS","Diesel S10","3.497","6/28/2018 16:02"
"15,011,160,000,103.00","POSTO XINGU","VARGINHA","MG","Gasolina C Comum","4.848","10/8/2018 13:48"
"15,011,160,000,103.00","POSTO XINGU","VARGINHA","MG","Etanol","2.948","10/8/2018 13:48"
"15,011,160,000,103.00","POSTO XINGU","VARGINHA","MG","Diesel S500","3.656","10/8/2018 13:48"
"15,011,160,000,103.00","POSTO XINGU","VARGINHA","MG","Diesel S10","3.789","10/8/2018 13:48"
"15,203,666,000,114.00","AUTO POSTO DINALO E IBRAHIM LTDA","POA","SP","Gasolina C Comum","4.499","8/16/2018 10:49"
"15,203,666,000,114.00","AUTO POSTO DINALO E IBRAHIM LTDA","POA","SP","Etanol","2.599","8/16/2018 10:49"
"15,203,666,000,114.00","AUTO POSTO DINALO E IBRAHIM LTDA","POA","SP","Diesel S10","3.499","8/16/2018 10:49"
"15,286,573,000,109.00","AUTO POSTO CENTRAL","BURITIS","RO","Gasolina C Comum","4.75","3/27/2019 17:32"
"15,286,573,000,109.00","AUTO POSTO CENTRAL","BURITIS","RO","Diesel S500","3.87","3/27/2019 17:32"
"15,286,573,000,109.00","AUTO POSTO CENTRAL","BURITIS","RO","Diesel S10","3.98","3/27/2019 17:32"
"15,362,541,000,137.00","POSTO TUNEL LAVRAS LTDA","LAVRAS","MG","Diesel S10","3.899","7/11/2019 8:50"
"15,362,541,000,137.00","POSTO TUNEL LAVRAS LTDA","LAVRAS","MG","Gasolina C Comum","4.879","7/11/2019 8:50"
"15,362,541,000,137.00","POSTO TUNEL LAVRAS LTDA","LAVRAS","MG","Etanol","3.239","7/11/2019 8:50"
"15,362,541,000,137.00","POSTO TUNEL LAVRAS LTDA","LAVRAS","MG","Diesel S500","3.839","7/11/2019 8:50"
"15,364,302,000,116.00","AUTO POSTO SAMAPE","CAETITE","BA","Gasolina C Comum","4.799","4/3/2019 11:35"
"15,364,302,000,116.00","AUTO POSTO SAMAPE","CAETITE","BA","Etanol","3.399","4/3/2019 11:35"
"15,364,302,000,116.00","AUTO POSTO SAMAPE","CAETITE","BA","Diesel S500","3.769","4/3/2019 11:35"
"15,364,302,000,116.00","AUTO POSTO SAMAPE","CAETITE","BA","Diesel S10","3.869","4/3/2019 11:35"
"15,388,267,000,337.00","POSTO JOIA","MIRANDA","MS","Gasolina C Comum","4.7","12/11/2019 20:12"
"15,388,267,000,337.00","POSTO JOIA","MIRANDA","MS","Etanol","3.6","12/11/2019 20:12"
"15,388,267,000,337.00","POSTO JOIA","MIRANDA","MS","Diesel S500","3.95","9/26/2019 14:28"
"15,388,267,000,337.00","POSTO JOIA","MIRANDA","MS","Diesel S10","4.06","9/26/2019 14:28"
"15,619,911,000,179.00","SSJT SERVICO DE AUTO POSTO LTDA","ASSIS","SP","Gasolina C Comum","4.199","5/6/2019 11:53"
"15,619,911,000,179.00","SSJT SERVICO DE AUTO POSTO LTDA","ASSIS","SP","Etanol","2.559","5/6/2019 11:53"
"15,619,911,000,179.00","SSJT SERVICO DE AUTO POSTO LTDA","ASSIS","SP","Diesel S10","3.499","5/6/2019 11:53"
"15,680,930,000,100.00","POSTO BONTORIN","ITUPORANGA","SC","Gasolina C Comum","3.97","9/12/2019 9:32"
"15,680,930,000,100.00","POSTO BONTORIN","ITUPORANGA","SC","Diesel S500","3.39","7/10/2019 10:31"
"15,680,930,000,100.00","POSTO BONTORIN","ITUPORANGA","SC","Diesel S10","3.49","7/10/2019 10:31"
"15,896,509,000,131.00","POSTO FORTALEZA","JI-PARANA","RO","Gasolina C Comum","4.769","6/28/2018 12:59"
"15,896,509,000,131.00","POSTO FORTALEZA","JI-PARANA","RO","Etanol","3.999","6/28/2018 12:59"
"15,896,509,000,131.00","POSTO FORTALEZA","JI-PARANA","RO","Diesel S500","3.629","6/28/2018 12:59"
"15,896,509,000,131.00","POSTO FORTALEZA","JI-PARANA","RO","Diesel S10","3.689","6/28/2018 12:59"
"16,045,015,000,106.00","POSTO TERERE","CAMPO GRANDE","MS","Gasolina C Comum","4.196","25/10/2019 11:39"
"16,045,015,000,106.00","POSTO TERERE","CAMPO GRANDE","MS","Etanol","3.396","25/10/2019 11:39"
"16,045,015,000,106.00","POSTO TERERE","CAMPO GRANDE","MS","Diesel S10","3.896","25/10/2019 11:39"
"16,709,473,000,100.00","POSTO LAGOA FUNDA","BRUMADO","BA","Gasolina C Comum","4.759","3/20/2019 12:39"
"16,709,473,000,100.00","POSTO LAGOA FUNDA","BRUMADO","BA","Diesel S500","3.499","3/20/2019 12:39"
"16,709,473,000,100.00","POSTO LAGOA FUNDA","BRUMADO","BA","Diesel S10","3.559","3/20/2019 12:39"
"16,808,529,000,176.00","POSTO REZENDE","ARACUAI","MG","Gasolina C Comum","5.48","15/10/2018 15:43"
"16,808,529,000,176.00","POSTO REZENDE","ARACUAI","MG","Etanol","3.48","15/10/2018 15:43"
"16,808,529,000,176.00","POSTO REZENDE","ARACUAI","MG","Diesel S500","4.07","15/10/2018 15:43"
"16,909,633,000,157.00","POSTOS ARCO VERDE","SAO JOSE DE MIPIBU","RN","Gasolina C Comum","4.33","7/17/2018 11:19"
"16,909,633,000,157.00","POSTOS ARCO VERDE","SAO JOSE DE MIPIBU","RN","Etanol","3.59","7/17/2018 11:19"
"16,909,633,000,157.00","POSTOS ARCO VERDE","SAO JOSE DE MIPIBU","RN","Diesel S500","3.38","7/17/2018 11:19"
"16,909,633,000,157.00","POSTOS ARCO VERDE","SAO JOSE DE MIPIBU","RN","Diesel S10","3.48","7/17/2018 11:19"
"16,923,420,000,180.00","AUTO POSTO MANGUEIRAO","CONCEICAO DO ARAGUAIA","PA","Gasolina C Comum","5.04","5/24/2019 10:49"
"16,923,420,000,180.00","AUTO POSTO MANGUEIRAO","CONCEICAO DO ARAGUAIA","PA","Diesel S500","4.01","5/24/2019 10:49"
"16,923,420,000,180.00","AUTO POSTO MANGUEIRAO","CONCEICAO DO ARAGUAIA","PA","Diesel S10","4.03","5/24/2019 10:49"
"17,071,865,000,141.00","AUTO POSTO TITAN SAPOPEMBA","SAO PAULO","SP","Gasolina C Comum","3.999","8/8/2018 15:24"
"17,071,865,000,141.00","AUTO POSTO TITAN SAPOPEMBA","SAO PAULO","SP","Etanol","2.299","8/8/2018 15:24"
"17,071,865,000,141.00","AUTO POSTO TITAN SAPOPEMBA","SAO PAULO","SP","Diesel S10","3.189","8/8/2018 15:24"
"17,112,586,000,189.00","POSTO LARANJAL","PELOTAS","RS","Gasolina C Comum","4.799","7/24/2018 19:41"
"17,112,586,000,189.00","POSTO LARANJAL","PELOTAS","RS","Etanol","3.999","7/24/2018 19:41"
"17,112,586,000,189.00","POSTO LARANJAL","PELOTAS","RS","Diesel S500","3.399","7/24/2018 19:41"
"17,305,026,000,140.00","OASIS COMBUSTIVEIS LTDA","CAMPOS DOS GOYTACAZES","RJ","Gasolina C Comum","5.199","7/3/2018 17:17"
"17,305,026,000,140.00","OASIS COMBUSTIVEIS LTDA","CAMPOS DOS GOYTACAZES","RJ","Etanol","3.799","7/3/2018 17:17"
"17,305,026,000,140.00","OASIS COMBUSTIVEIS LTDA","CAMPOS DOS GOYTACAZES","RJ","GNV","5.099","7/3/2018 17:17"
"17,305,026,000,140.00","OASIS COMBUSTIVEIS LTDA","CAMPOS DOS GOYTACAZES","RJ","Diesel S500","3.589","7/3/2018 17:17"
"17,305,026,000,140.00","OASIS COMBUSTIVEIS LTDA","CAMPOS DOS GOYTACAZES","RJ","Diesel S10","3.639","7/3/2018 17:17"
"17,354,868,000,192.00","POSTO DA FIGUEIRA AGUAS CLARAS","VIAMAO","RS","Gasolina C Comum","4.299","11/10/2019 08:16"
"17,354,868,000,192.00","POSTO DA FIGUEIRA AGUAS CLARAS","VIAMAO","RS","Etanol","3.899","11/10/2019 08:16"
"17,354,868,000,192.00","POSTO DA FIGUEIRA AGUAS CLARAS","VIAMAO","RS","Diesel S500","3.699","11/10/2019 08:16"
"17,354,868,000,192.00","POSTO DA FIGUEIRA AGUAS CLARAS","VIAMAO","RS","Diesel S10","3.799","11/10/2019 08:16"
"17,918,376,000,182.00","LAVAJATO PARAGUACU","PARAGUACU","MG","Gasolina C Comum","4.699","12/6/2018 11:36"
"17,918,376,000,182.00","LAVAJATO PARAGUACU","PARAGUACU","MG","Etanol","2.769","12/6/2018 11:36"
"17,918,376,000,182.00","LAVAJATO PARAGUACU","PARAGUACU","MG","Diesel S500","3.459","12/6/2018 11:36"
"17,918,376,000,182.00","LAVAJATO PARAGUACU","PARAGUACU","MG","Diesel S10","3.489","12/6/2018 11:36"
"17,962,000,000,175.00","CUPECE COMERCIO VAREJISTA DE COMBUSTIVEIS EIRELI","SAO PAULO","SP","Gasolina C Comum","4.299","5/20/2019 11:04"
"17,962,000,000,175.00","CUPECE COMERCIO VAREJISTA DE COMBUSTIVEIS EIRELI","SAO PAULO","SP","Etanol","2.899","5/20/2019 11:04"
"17,962,000,000,175.00","CUPECE COMERCIO VAREJISTA DE COMBUSTIVEIS EIRELI","SAO PAULO","SP","Diesel S10","3.569","5/20/2019 11:04"
"18,590,664,000,113.00","A1 COMBUSTIVEIS","GOIATUBA","GO","Gasolina C Comum","4.49","7/25/2018 11:18"
"18,590,664,000,113.00","A1 COMBUSTIVEIS","GOIATUBA","GO","Etanol","2.65","7/25/2018 11:18"
"18,590,664,000,113.00","A1 COMBUSTIVEIS","GOIATUBA","GO","Diesel S500","3.399","7/25/2018 11:18"
"18,590,664,000,113.00","A1 COMBUSTIVEIS","GOIATUBA","GO","Diesel S10","3.5","7/25/2018 11:18"
"18,740,269,000,170.00","AUTO POSTO AVENIDA","NOVA CANAA DO NORTE","MT","Gasolina C Comum","4.92","6/14/2019 16:58"
"18,740,269,000,170.00","AUTO POSTO AVENIDA","NOVA CANAA DO NORTE","MT","Etanol","3.06","8/20/2019 18:27"
"18,740,269,000,170.00","AUTO POSTO AVENIDA","NOVA CANAA DO NORTE","MT","Diesel S500","4.08","6/14/2019 16:58"
"18,740,269,000,170.00","AUTO POSTO AVENIDA","NOVA CANAA DO NORTE","MT","Diesel S10","4.18","6/14/2019 16:58"
"18,810,176,000,506.00","POSTO TOKA PRA K 2","BOM DESPACHO","MG","Gasolina C Comum","4.64","11/8/2019 18:46"
"18,810,176,000,506.00","POSTO TOKA PRA K 2","BOM DESPACHO","MG","Etanol","2.99","11/8/2019 18:46"
"18,810,176,000,506.00","POSTO TOKA PRA K 2","BOM DESPACHO","MG","Diesel S500","3.79","11/8/2019 18:46"
"18,810,176,000,506.00","POSTO TOKA PRA K 2","BOM DESPACHO","MG","Diesel S10","3.81","11/8/2019 18:46"
"18,851,910,000,143.00","AUTO POSTO TERRA","CONCEICAO DO ARAGUAIA","PA","Gasolina C Comum","5.02","5/16/2019 15:02"
"18,851,910,000,143.00","AUTO POSTO TERRA","CONCEICAO DO ARAGUAIA","PA","Diesel S500","4.03","5/16/2019 15:02"
"18,851,910,000,143.00","AUTO POSTO TERRA","CONCEICAO DO ARAGUAIA","PA","Diesel S10","4.06","5/16/2019 15:02"
"18,974,530,000,104.00","CAMINHO DO MAR AUTO POSTO LTDA","SAO BERNARDO DO CAMPO","SP","Gasolina C Comum","3.999","16/11/2019 14:10"
"18,974,530,000,104.00","CAMINHO DO MAR AUTO POSTO LTDA","SAO BERNARDO DO CAMPO","SP","Etanol","2.799","16/11/2019 14:10"
"18,974,530,000,104.00","CAMINHO DO MAR AUTO POSTO LTDA","SAO BERNARDO DO CAMPO","SP","Diesel S10","3.579","9/21/2019 12:53"
"19,079,066,000,147.00","G20","SAO PAULO","SP","Gasolina C Comum","3.999","7/26/2018 19:38"
"19,079,066,000,147.00","G20","SAO PAULO","SP","Etanol","2.349","7/26/2018 19:38"
"19,219,352,000,160.00","DERIVADOS DE PETROLEO VITORIA LTDA","TANHACU","BA","Gasolina C Comum","4.559","12/7/2018 19:08"
"19,219,352,000,160.00","DERIVADOS DE PETROLEO VITORIA LTDA","TANHACU","BA","Diesel S500","3.58","12/7/2018 19:07"
"19,219,352,000,160.00","DERIVADOS DE PETROLEO VITORIA LTDA","TANHACU","BA","Diesel S10","3.68","12/7/2018 19:07"
"19,292,157,000,166.00","VALTER GAVASSA COMBUSTIVEIS LTDA","BIRIGUI","SP","GNV","1","11/10/2018 17:15"
"19,292,157,000,166.00","VALTER GAVASSA COMBUSTIVEIS LTDA","BIRIGUI","SP","Gasolina C Comum","4.799","11/10/2018 17:18"
"19,292,157,000,166.00","VALTER GAVASSA COMBUSTIVEIS LTDA","BIRIGUI","SP","Etanol","2.799","11/10/2018 17:18"
"19,292,157,000,166.00","VALTER GAVASSA COMBUSTIVEIS LTDA","BIRIGUI","SP","Diesel S500","3.799","11/10/2018 17:19"
"19,292,157,000,166.00","VALTER GAVASSA COMBUSTIVEIS LTDA","BIRIGUI","SP","Diesel S10","3.899","11/10/2018 17:19"
"19,520,321,000,145.00","GOL AUTO POSTO","BURITIS","RO","Diesel S500","3.62","7/6/2018 13:14"
"19,520,321,000,145.00","GOL AUTO POSTO","BURITIS","RO","Diesel S10","3.72","7/6/2018 13:14"
"19,520,321,000,145.00","GOL AUTO POSTO","BURITIS","RO","Gasolina C Comum","4.81","7/6/2018 13:14"
"19,520,321,000,145.00","GOL AUTO POSTO","BURITIS","RO","Etanol","4.16","7/6/2018 13:14"
"19,953,346,000,132.00","POROROCA AUTO POSTO IV","NOVA ANDRADINA","MS","Gasolina C Comum","4.19","7/27/2018 11:04"
"19,953,346,000,132.00","POROROCA AUTO POSTO IV","NOVA ANDRADINA","MS","Etanol","2.99","7/16/2018 12:17"
"19,953,346,000,132.00","POROROCA AUTO POSTO IV","NOVA ANDRADINA","MS","Diesel S500","3.39","7/16/2018 12:17"
"19,953,346,000,132.00","POROROCA AUTO POSTO IV","NOVA ANDRADINA","MS","Diesel S10","3.49","7/16/2018 12:17"
"20,630,766,000,167.00","POSTO MAX","CHAPECO","SC","Gasolina C Comum","4.399","9/25/2018 8:43"
"20,630,766,000,167.00","POSTO MAX","CHAPECO","SC","Diesel S500","3.399","9/25/2018 8:43"
"20,630,766,000,167.00","POSTO MAX","CHAPECO","SC","Diesel S10","3.469","9/25/2018 8:43"
"20,630,766,000,248.00","AUTO POSTO IMPERIAL","VIDEIRA","SC","Gasolina C Comum","4.399","9/25/2018 8:54"
"20,630,766,000,248.00","AUTO POSTO IMPERIAL","VIDEIRA","SC","Diesel S10","3.499","9/25/2018 8:54"
"20,700,989,000,153.00","FCJ - COMBUSTIVEIS E CONVENIENCIA LTDA","JABOATAO DOS GUARARAPES","PE","Gasolina C Comum","4.269","11/11/2019 17:45"
"20,700,989,000,153.00","FCJ - COMBUSTIVEIS E CONVENIENCIA LTDA","JABOATAO DOS GUARARAPES","PE","Etanol","3.199","11/11/2019 17:45"
"20,700,989,000,153.00","FCJ - COMBUSTIVEIS E CONVENIENCIA LTDA","JABOATAO DOS GUARARAPES","PE","Diesel S10","3.599","11/11/2019 17:45"
"20,887,348,000,150.00","ABASTECEDORA DE COMBUSTIVEIS RODOVIA RS-118 LTDA","CACHOEIRINHA","RS","Gasolina C Comum","4.539","14/10/2019 15:38"
"20,887,348,000,150.00","ABASTECEDORA DE COMBUSTIVEIS RODOVIA RS-118 LTDA","CACHOEIRINHA","RS","Diesel S500","3.339","14/10/2019 15:38"
"20,887,348,000,150.00","ABASTECEDORA DE COMBUSTIVEIS RODOVIA RS-118 LTDA","CACHOEIRINHA","RS","Diesel S10","3.439","14/10/2019 15:38"
"20,887,348,000,230.00","POSTO DA FIGUEIRA VII","VIAMAO","RS","Gasolina C Comum","4.249","14/10/2019 16:19"
"20,887,348,000,230.00","POSTO DA FIGUEIRA VII","VIAMAO","RS","Etanol","3.999","14/10/2019 16:19"
"20,887,348,000,230.00","POSTO DA FIGUEIRA VII","VIAMAO","RS","Diesel S500","3.549","14/10/2019 16:19"
"20,887,348,000,230.00","POSTO DA FIGUEIRA VII","VIAMAO","RS","Diesel S10","3.599","14/10/2019 16:19"
"21,205,041,000,194.00","POSTO ROTTAVA","PORTO VELHO","RO","Gasolina C Comum","3.829","2/8/2019 14:11"
"21,205,041,000,194.00","POSTO ROTTAVA","PORTO VELHO","RO","Diesel S500","3.609","2/8/2019 14:11"
"21,205,041,000,194.00","POSTO ROTTAVA","PORTO VELHO","RO","Diesel S10","3.709","2/8/2019 14:11"
"21,298,404,000,183.00","POSTOS ARCO VERDE","PARNAMIRIM","RN","Gasolina C Comum","4.769","7/29/2018 20:22"
"21,298,404,000,183.00","POSTOS ARCO VERDE","PARNAMIRIM","RN","Etanol","3.599","7/29/2018 20:22"
"21,298,404,000,183.00","POSTOS ARCO VERDE","PARNAMIRIM","RN","Diesel S500","3.47","7/29/2018 20:22"
"21,298,404,000,183.00","POSTOS ARCO VERDE","PARNAMIRIM","RN","Diesel S10","3.599","7/29/2018 20:22"
"21,387,460,000,356.00","AUTO POSTO NAPOLES","ALTAMIRA","PA","Gasolina C Comum","5.179","6/28/2019 14:15"
"21,387,460,000,356.00","AUTO POSTO NAPOLES","ALTAMIRA","PA","Diesel S500","4.098","6/28/2019 14:15"
"21,387,460,000,356.00","AUTO POSTO NAPOLES","ALTAMIRA","PA","Diesel S10","4.197","6/28/2019 14:15"
"21,790,274,000,100.00","POSTO ODEON LTDA","BELO HORIZONTE","MG","Gasolina C Comum","4.338","9/12/2019 5:39"
"21,790,274,000,100.00","POSTO ODEON LTDA","BELO HORIZONTE","MG","Etanol","2.748","9/12/2019 5:39"
"22,139,471,000,118.00","POSTO PRESIDENTE TANCREDO NEVES LTDA","IBIRITE","MG","Gasolina C Comum","4.548","11/6/2019 14:26"
"22,139,471,000,118.00","POSTO PRESIDENTE TANCREDO NEVES LTDA","IBIRITE","MG","Etanol","2.948","11/6/2019 14:26"
"22,139,471,000,118.00","POSTO PRESIDENTE TANCREDO NEVES LTDA","IBIRITE","MG","Diesel S10","3.748","24/10/2019 09:14"
"22,623,880,000,195.00","AUTO POSTO DELABRANTE LTDA","GUARAPUAVA","PR","Gasolina C Comum","4.52","9/24/2018 16:03"
"22,623,880,000,195.00","AUTO POSTO DELABRANTE LTDA","GUARAPUAVA","PR","Etanol","2.92","9/24/2018 16:03"
"22,623,880,000,195.00","AUTO POSTO DELABRANTE LTDA","GUARAPUAVA","PR","Diesel S10","3.39","9/24/2018 16:03"
"22,730,932,000,122.00","POSTO DA FIGUEIRA TRES","VIAMAO","RS","Gasolina C Comum","4.299","11/10/2019 09:28"
"22,730,932,000,122.00","POSTO DA FIGUEIRA TRES","VIAMAO","RS","Etanol","3.899","11/10/2019 09:28"
"22,730,932,000,122.00","POSTO DA FIGUEIRA TRES","VIAMAO","RS","Diesel S500","3.699","11/10/2019 09:28"
"22,730,932,000,122.00","POSTO DA FIGUEIRA TRES","VIAMAO","RS","Diesel S10","3.799","11/10/2019 09:28"
"22,794,128,000,298.00","POSTO MIMIM II","ITAJAI","SC","Gasolina C Comum","1","16/10/2019 17:50"
"22,794,128,000,298.00","POSTO MIMIM II","ITAJAI","SC","Etanol","1","16/10/2019 17:50"
"22,794,128,000,298.00","POSTO MIMIM II","ITAJAI","SC","GNV","1","16/10/2019 17:50"
"22,794,128,000,298.00","POSTO MIMIM II","ITAJAI","SC","Diesel S10","1","16/10/2019 17:50"
"22,955,868,000,188.00","POSTO CASCAO","TUCURUI","PA","Gasolina C Comum","5.17","10/8/2018 16:59"
"22,955,868,000,188.00","POSTO CASCAO","TUCURUI","PA","Diesel S500","4.14","10/8/2018 16:59"
"22,955,868,000,188.00","POSTO CASCAO","TUCURUI","PA","Diesel S10","4.16","10/8/2018 16:59"
"23,749,013,000,163.00","POSTO SERRA NEGRA","SANTA LUZIA","MG","Gasolina C Comum","4.598","11/6/2019 14:20"
"23,749,013,000,163.00","POSTO SERRA NEGRA","SANTA LUZIA","MG","Etanol","2.898","11/10/2019 12:38"
"23,749,013,000,163.00","POSTO SERRA NEGRA","SANTA LUZIA","MG","Diesel S10","3.748","11/10/2019 12:40"
"23,830,523,000,160.00","AUTO POSTO CAMPECHE EIRELI","FLORIANOPOLIS","SC","Gasolina C Comum","4.199","7/18/2018 17:49"
"23,830,523,000,160.00","AUTO POSTO CAMPECHE EIRELI","FLORIANOPOLIS","SC","Diesel S10","3.299","7/18/2018 17:49"
"23,859,521,000,102.00","AUTO POSTO COLOSSAL MERCES LTDA","CURITIBA","PR","Gasolina C Comum","3.999","6/25/2019 15:15"
"23,859,521,000,102.00","AUTO POSTO COLOSSAL MERCES LTDA","CURITIBA","PR","Etanol","2.799","6/25/2019 15:15"
"23,859,521,000,102.00","AUTO POSTO COLOSSAL MERCES LTDA","CURITIBA","PR","Diesel S10","3.299","6/25/2019 15:15"
"23,898,869,000,109.00","AUTO POSTO XANATAM LTDA","BELO HORIZONTE","MG","Gasolina C Comum","4.548","11/10/2019 12:47"
"23,898,869,000,109.00","AUTO POSTO XANATAM LTDA","BELO HORIZONTE","MG","Etanol","2.868","11/10/2019 12:47"
"23,898,869,000,109.00","AUTO POSTO XANATAM LTDA","BELO HORIZONTE","MG","Diesel S10","3.748","11/10/2019 12:47"
"24,601,882,000,109.00","POSTO KATIA LOCATELLI","CAMPO GRANDE","MS","Gasolina C Comum","4.057","7/23/2018 15:59"
"24,601,882,000,109.00","POSTO KATIA LOCATELLI","CAMPO GRANDE","MS","Etanol","2.997","7/23/2018 15:59"
"24,601,882,000,109.00","POSTO KATIA LOCATELLI","CAMPO GRANDE","MS","Diesel S10","3.497","7/23/2018 15:59"
"24,610,891,000,166.00","POSTO CAMPO GRANDE","CAMPO GRANDE","MS","Gasolina C Comum","4.089","6/29/2018 18:31"
"24,610,891,000,166.00","POSTO CAMPO GRANDE","CAMPO GRANDE","MS","Etanol","3.299","6/29/2018 18:31"
"24,610,891,000,166.00","POSTO CAMPO GRANDE","CAMPO GRANDE","MS","Diesel S500","3.429","6/29/2018 18:31"
"24,610,891,000,166.00","POSTO CAMPO GRANDE","CAMPO GRANDE","MS","Diesel S10","3.499","6/29/2018 18:31"
"24,624,785,000,131.00","POSTINHO","CAMPO GRANDE","MS","Gasolina C Comum","4.099","12/6/2018 8:22"
"24,624,785,000,131.00","POSTINHO","CAMPO GRANDE","MS","Etanol","3.299","25/10/2018 18:50"
"24,624,785,000,131.00","POSTINHO","CAMPO GRANDE","MS","Diesel S500","3.569","12/6/2018 8:22"
"24,624,785,000,131.00","POSTINHO","CAMPO GRANDE","MS","Diesel S10","3.599","12/6/2018 8:22"
"24,725,400,000,122.00","POSTO CORONEL","COLIDER","MT","Gasolina C Comum","4.92","8/15/2018 9:15"
"24,725,400,000,122.00","POSTO CORONEL","COLIDER","MT","Etanol","2.97","8/15/2018 9:15"
"24,725,400,000,122.00","POSTO CORONEL","COLIDER","MT","Diesel S500","3.87","8/15/2018 9:15"
